TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63750926175850,25.5,0.5,10.0,0.0,15.0,0.0
63750926176867,25.4,0.4,10.0,0.0,15.0,0.0
63750926177910,25.4,0.4,10.0,0.0,15.0,0.0
63750926178951,25.4,0.4,10.0,0.0,15.0,0.0
63750926179983,25.6,0.6,10.0,0.0,15.0,0.1
63750926181014,26.8,1.8,10.0,0.0,15.0,0.2
63750926182026,25.8,0.8,10.0,0.0,15.0,0.4
63750926183060,25.8,0.8,10.0,0.0,15.0,0.4
63750926184099,27.6,2.6,10.0,0.0,15.0,1.9
63750926185135,25.3,0.3,10.0,0.0,15.0,0.0
63750926186163,25.6,0.6,10.0,0.0,15.0,0.2
63750926187186,27.2,2.2,10.0,0.0,15.0,0.9
63750926188210,25.9,0.8,10.0,0.0,15.0,0.6
63750926189215,28.0,3.0,10.0,0.0,15.0,0.6
63750926190241,25.5,0.5,10.0,0.0,15.0,0.1
63750926191261,27.7,2.7,10.0,0.0,15.0,0.3
63750926192291,27.9,2.9,10.0,0.0,15.0,1.6
63750926193342,25.8,0.8,10.0,0.0,15.0,0.4
63750926194371,25.6,0.6,10.0,0.0,15.0,0.2
63750926195413,25.5,0.5,10.0,0.0,15.0,0.1
63750926196472,27.1,2.1,10.0,0.0,15.0,1.2
63750926197511,27.0,2.0,10.0,0.0,15.0,1.2
63750926198546,25.6,0.6,10.0,0.0,15.0,0.2
63750926199574,25.4,0.4,10.0,0.0,15.0,0.0
63750926200622,26.8,1.8,10.0,0.0,15.0,1.0
63750926201652,27.7,2.7,10.0,0.0,15.0,1.6
63750926202680,26.4,1.4,10.0,0.0,15.0,0.5
63750926203723,25.4,0.4,10.0,0.0,15.0,0.1
63750926204783,25.6,0.6,10.0,0.0,15.0,0.3
63750926205820,28.5,3.4,10.0,0.0,15.0,2.4
63750926206841,25.4,0.4,10.0,0.0,15.0,0.1
63750926207871,25.3,0.3,10.0,0.0,15.0,0.0
63750926208914,29.3,4.2,10.0,0.0,15.0,1.9
63750926209947,25.4,0.4,10.0,0.0,15.0,0.0
63750926210980,25.3,0.3,10.0,0.0,15.0,0.0
63750926212012,25.6,0.6,10.0,0.0,15.0,0.3
63750926213034,25.3,0.3,10.0,0.0,15.0,0.1
63750926214058,31.0,6.0,10.0,0.0,15.0,3.7
63750926215087,25.9,0.9,10.0,0.0,15.0,0.4
63750926216117,25.6,0.6,10.0,0.0,15.0,0.2
63750926217167,25.6,0.6,10.0,0.0,15.0,0.2
63750926218199,25.5,0.5,10.0,0.0,15.0,0.0
63750926219229,25.7,0.7,10.0,0.0,15.0,0.2
63750926220252,26.0,0.9,10.0,0.0,15.0,0.6
63750926221291,26.0,1.0,10.0,0.0,15.0,0.5
63750926222325,25.4,0.4,10.0,0.0,15.0,0.1
63750926223355,25.7,0.7,10.0,0.0,15.0,0.4
63750926224374,36.4,11.4,10.0,0.0,15.0,5.4
63750926225414,28.0,3.0,10.0,0.0,15.0,2.2
63750926226450,25.6,0.6,10.0,0.0,15.0,0.2
63750926227487,25.5,0.5,10.0,0.0,15.0,0.2
63750926228529,25.9,0.9,10.0,0.0,15.0,0.5
63750926229553,28.1,3.1,10.0,0.0,15.0,2.0
63750926230575,27.6,2.6,10.0,0.0,15.0,1.4
63750926231604,25.5,0.5,10.0,0.0,15.0,0.1
63750926232626,25.5,0.5,10.0,0.0,15.0,0.0
