TimeStamp (ms), Total Power (W), CPU (W), Monitor (W), Disk (W), Base (W), Application (W)
63750844017742,25.4,0.4,10.0,0.0,15.0,0.0
63750844018792,27.0,2.0,10.0,0.0,15.0,0.0
63750844019824,27.5,2.5,10.0,0.0,15.0,0.2
63750844020859,25.5,0.5,10.0,0.0,15.0,0.0
63750844021887,25.2,0.2,10.0,0.0,15.0,0.1
63750844022903,27.4,2.4,10.0,0.0,15.0,0.2
63750844023922,28.6,3.6,10.0,0.0,15.0,0.1
63750844024932,29.1,4.0,10.0,0.0,15.0,0.0
63750844025946,26.0,1.0,10.0,0.0,15.0,0.2
63750844026991,26.0,1.0,10.0,0.0,15.0,0.1
63750844028012,25.5,0.5,10.0,0.0,15.0,0.1
63750844029041,25.2,0.2,10.0,0.0,15.0,0.0
63750844030074,28.4,3.4,10.0,0.0,15.0,0.1
63750844031105,29.1,4.0,10.0,0.0,15.0,0.0
63750844032132,26.8,1.8,10.0,0.0,15.0,0.2
63750844033152,27.6,2.6,10.0,0.0,15.0,0.3
63750844034169,28.7,3.7,10.0,0.0,15.0,0.1
63750844035186,29.2,4.2,10.0,0.0,15.0,0.1
63750844036197,29.0,4.0,10.0,0.0,15.0,0.2
63750844037202,28.8,3.8,10.0,0.0,15.0,0.0
63750844038216,28.6,3.6,10.0,0.0,15.0,0.4
63750844039255,25.3,0.3,10.0,0.0,15.0,0.1
63750844040277,25.1,0.1,10.0,0.0,15.0,0.0
63750844041289,28.8,3.8,10.0,0.0,15.0,0.2
63750844042291,28.9,3.9,10.0,0.0,15.0,0.1
63750844043300,28.4,3.4,10.0,0.0,15.0,0.1
63750844044313,28.4,3.4,10.0,0.0,15.0,0.1
63750844045328,28.9,3.9,10.0,0.0,15.0,0.0
63750844046337,28.8,3.7,10.0,0.0,15.0,0.2
63750844047343,29.2,4.2,10.0,0.0,15.0,0.2
63750844048356,28.8,3.8,10.0,0.0,15.0,0.2
63750844049369,28.9,3.9,10.0,0.0,15.0,0.1
63750844050372,28.9,3.9,10.0,0.0,15.0,0.1
63750844051395,29.3,4.3,10.0,0.0,15.0,0.1
63750844052399,28.8,3.8,10.0,0.0,15.0,0.2
63750844053401,29.1,4.1,10.0,0.0,15.0,0.2
63750844054417,29.0,4.0,10.0,0.0,15.0,0.2
63750844055437,29.2,4.2,10.0,0.0,15.0,0.0
63750844056449,28.3,3.3,10.0,0.0,15.0,0.3
63750844057470,29.1,4.1,10.0,0.0,15.0,0.1
63750844058483,28.9,3.9,10.0,0.0,15.0,0.1
63750844059498,29.0,4.0,10.0,0.0,15.0,0.1
63750844060519,29.7,4.7,10.0,0.0,15.0,0.4
63750844061532,28.8,3.8,10.0,0.0,15.0,0.1
